Date,ID,Holding,IS_HOLDING,Description,Balance2,Value
2018-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,41087.276
2019-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,29626.626
2019-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,19944.937
2019-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,29637.075
2019-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,73057.118
2020-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,130712.814
2020-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,169173.637
2020-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,183027.691
2020-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,177964.853
2021-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,182695.251
2021-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,137909.371
2021-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,185602.329
2021-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,164558.88
2022-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,142502.316
2022-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,148442.598
2022-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,164493.58
2022-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,180545.868
2023-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,193650.232
2023-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,167186.1
2023-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,147766.964
2023-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,110795.41
2024-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,94387.431
2024-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,109769.506
2024-09-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,76497.474
2024-12-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,109990.875
2025-03-31,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,182771.53
2025-06-30,IAM,IAM,1,Efectivo y equivalentes al efectivo,Cash,187884.085
2017-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,8189.29
2017-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2017-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,8003.338
2017-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2018-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,8047.633
2018-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,34.709
2018-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,8157.761
2018-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2019-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,8155.274
2019-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,198.047
2019-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,5851.96
2019-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2020-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,5216.887
2020-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,91.942
2020-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,5219.587
2020-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2021-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,5344.65
2021-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,18.587
2021-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,5804.888
2021-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2022-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,5769.021
2022-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2022-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,6235.969
2022-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2023-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,6467.402
2023-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2023-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,6581.562
2023-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2024-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,6745.327
2024-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2024-09-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,6893.234
2024-12-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2025-03-31,IAM,IAM,1,Otros activos financieros corrientes,Cash,7072.303
2025-06-30,IAM,IAM,1,Otros activos financieros corrientes,Cash,0.0
2017-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,44846.393
2017-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,46552.731
2017-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,56329.055
2017-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,63045.352
2018-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,109953.766
2018-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,76993.427
2018-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,64302.142
2018-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,33963.316
2019-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,67106.617
2019-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,50327.717
2019-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,41612.236
2019-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,37889.164
2020-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,103477.305
2020-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,106642.741
2020-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,69176.36
2020-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,71064.294
2021-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,82356.36
2021-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,86362.167
2021-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,84829.34
2021-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,69023.789
2022-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,72684.423
2022-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,67316.176
2022-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,80711.737
2022-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,74347.139
2023-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,74090.885
2023-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,120516.426
2023-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,160304.321
2023-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,155416.801
2024-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,156721.04
2024-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,89471.87
2024-09-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,89431.188
2024-12-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,116332.739
2025-03-31,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,73843.803
2025-06-30,IAM,IAM,1,Otros pasivos financieros corrientes,Debt,63019.644
2017-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,814819.113
2017-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,825118.598
2017-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,813401.324
2017-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,802978.167
2018-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,787600.316
2018-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,886872.928
2018-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,908316.622
2018-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,912513.179
2019-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,909589.357
2019-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,983467.689
2019-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,987347.431
2019-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1004909.555
2020-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1037081.254
2020-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1046937.07
2020-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,996936.46
2020-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,998729.962
2021-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,997392.675
2021-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,995703.695
2021-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1024525.488
2021-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1084075.622
2022-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1090683.383
2022-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1119961.249
2022-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1156847.481
2022-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1222905.987
2023-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1219520.564
2023-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1173262.137
2023-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1113280.882
2023-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1125060.897
2024-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1121628.277
2024-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1254574.719
2024-09-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1230124.282
2024-12-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1205884.299
2025-03-31,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1358226.848
2025-06-30,IAM,IAM,1,Otros pasivos financieros no corrientes,Debt,1366818.363
2024-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,465.256
2025-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,372.046
2017-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,4336.44704
2017-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,2282.7688200000002
2017-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,1569.83525
2017-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,3014.578
2018-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,2351.4351
2018-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,2310.5897
2018-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,1881.306
2018-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,3269.7430000000004
2019-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,1546.75539
2019-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,4673.357639999999
2019-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,3525.35344
2019-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,2274.8141
2020-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,16361.517899999999
2020-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,2634.39372
2020-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,1388.4941999999999
2020-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,5525.623560000001
2021-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,3140.01979
2021-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,13118.86576
2021-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,21165.75701
2021-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,743003.71625
2022-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,571448.24792
2022-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,278273.44557
2022-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,248915.982
2022-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,234036.83741
2023-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,216972.2282
2023-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,234153.79619999998
2023-09-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,221128.3998
2023-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,445518.44596000004
2024-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,490399.1841
2024-06-30,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,497824.73328
2024-12-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,392201.90204
2025-03-31,INVERCAP,INVERCAP,1,Efectivo y equivalentes al efectivo,Cash,414509.11640000006
2024-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,37.486
2025-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,45.152
2017-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,520.8507599999999
2017-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,580.30875
2017-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,697.35075
2017-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,1048.9501
2018-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,1177.2306999999998
2018-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,1091.1478
2018-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,1139.103
2018-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,699.86414
2019-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,871.11411
2019-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,1037.46636
2019-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,587.07512
2019-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,717.8136800000001
2020-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,815.8331999999999
2020-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,228.5808
2020-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,491.85642
2020-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,286.62972
2021-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,359.46601
2021-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,361.02248
2021-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,379.29448
2021-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,64232.13625
2022-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,74741.62916
2022-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,54341.70793
2022-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,67667.334
2022-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,68204.69703
2023-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,49615.865880000005
2023-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,47096.44632
2023-09-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,53563.41144
2023-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,72727.45144
2024-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,36650.63304
2024-06-30,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,53298.01386
2024-12-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,62690.07856
2025-03-31,INVERCAP,INVERCAP,1,Otros activos financieros corrientes,Cash,22007.2321
2024-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,555.401
2025-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,594.789
2017-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,8857.113559999998
2017-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,7486.31448
2017-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,7685.5058
2017-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,7643.493280000001
2018-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,7450.750599999999
2018-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,1472.79035
2018-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,1352.7675
2018-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,1549.9973200000002
2019-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,1369.67199
2019-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,1701.68958
2019-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,2608.09392
2019-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,3702.99526
2020-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,1916.0231999999999
2020-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,3692.3962800000004
2020-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,22538.32026
2020-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,20552.70228
2021-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,69588.51972
2021-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,37544.132079999996
2021-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,36761.831730000005
2021-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,169465.87825
2022-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,167081.79444
2022-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,183606.69263
2022-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,320738.082
2022-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,388893.8946
2023-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,429884.19432000007
2023-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,482545.53023999993
2023-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,541858.6641599999
2023-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,501183.92548000003
2024-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,581360.6954399999
2024-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,611390.7865800001
2024-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,568163.31312
2025-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros corrientes,Debt,543015.0411
2024-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,1194.547
2025-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,1308.393
2017-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,31942.199979999998
2017-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,27125.289
2017-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,26253.5044
2017-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,25530.39956
2018-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,25283.525980000002
2018-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,28148.2439
2018-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,28459.053
2018-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,26528.05108
2019-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,26225.370450000002
2019-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,29993.38362
2019-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,30608.45672
2019-12-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,30032.01384
2020-03-31,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,61548.0138
2020-06-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,58704.4476
2020-09-30,INVERCAP,INVERCAP,1,Otros pasivos financieros no corrientes,Debt,37109.66476000001
