Description,Value,Curncy,Date,ID
Total de activos no corrientes,1.671.262,USD,2021-09-30,PAMPA_CALICHERA
Total de activos,2.178.742,USD,2021-09-30,PAMPA_CALICHERA
Otros pasivos financieros corrientes,198.073,USD,2021-09-30,PAMPA_CALICHERA
Pasivos por arrendamientos corrientes,-,USD,2021-09-30,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,7,USD,2021-09-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",90,USD,2021-09-30,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2021-09-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",3.476,USD,2021-09-30,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2021-09-30,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,64.780,USD,2021-09-30,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,266.426,USD,2021-09-30,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2021-09-30,PAMPA_CALICHERA
Pasivos corrientes totales,266.426,USD,2021-09-30,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,475.488,USD,2021-09-30,PAMPA_CALICHERA
Pasivos por arrendamientos no corrientes,-,USD,2021-09-30,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2021-09-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2021-09-30,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2021-09-30,PAMPA_CALICHERA
Pasivo por impuestos diferidos,4.444,USD,2021-09-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2021-09-30,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,-,USD,2021-09-30,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2021-09-30,PAMPA_CALICHERA
Total de pasivos no corrientes,479.932,USD,2021-09-30,PAMPA_CALICHERA
Total de pasivos,746.358,USD,2021-09-30,PAMPA_CALICHERA
Capital emitido y pagado,711.658,USD,2021-09-30,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,685.269,USD,2021-09-30,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2021-09-30,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2021-09-30,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2021-09-30,PAMPA_CALICHERA
Otras reservas,-74.700,USD,2021-09-30,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.432.384,USD,2021-09-30,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2021-09-30,PAMPA_CALICHERA
Patrimonio total,1.432.384,USD,2021-09-30,PAMPA_CALICHERA
Total de patrimonio y pasivos,2.178.742,USD,2021-09-30,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,313.085,USD,2021-12-31,PAMPA_CALICHERA
Otros activos financieros corrientes,272.928,USD,2021-12-31,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,3.009,USD,2021-12-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",-,USD,2021-12-31,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",15.256,USD,2021-12-31,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,604.278,USD,2021-12-31,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2021-12-31,PAMPA_CALICHERA
Activos corrientes totales,604.278,USD,2021-12-31,PAMPA_CALICHERA
Otros activos financieros no corrientes,134.363,USD,2021-12-31,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",581.613,USD,2021-12-31,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2021-12-31,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,917.415,USD,2021-12-31,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2021-12-31,PAMPA_CALICHERA
Plusvalía,6.873,USD,2021-12-31,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2021-12-31,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2021-12-31,PAMPA_CALICHERA
Activos por derecho de uso,-,USD,2021-12-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2021-12-31,PAMPA_CALICHERA
Activos por impuestos diferidos,-,USD,2021-12-31,PAMPA_CALICHERA
Total de activos no corrientes,1.640.264,USD,2021-12-31,PAMPA_CALICHERA
Total de activos,2.244.542,USD,2021-12-31,PAMPA_CALICHERA
Otros pasivos financieros corrientes,193.990,USD,2021-12-31,PAMPA_CALICHERA
Pasivos por arrendamientos corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,94,USD,2021-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",143,USD,2021-12-31,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2021-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",-,USD,2021-12-31,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,24.362,USD,2021-12-31,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,185.072,USD,2021-12-31,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,403.661,USD,2021-12-31,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2021-12-31,PAMPA_CALICHERA
Pasivos corrientes totales,403.661,USD,2021-12-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,458.828,USD,2021-12-31,PAMPA_CALICHERA
Pasivos por arrendamientos no corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2021-12-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2021-12-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,5.832,USD,2021-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2021-12-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,-,USD,2021-12-31,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2021-12-31,PAMPA_CALICHERA
Total de pasivos no corrientes,464.660,USD,2021-12-31,PAMPA_CALICHERA
Total de pasivos,868.321,USD,2021-12-31,PAMPA_CALICHERA
Capital emitido y pagado,711.658,USD,2021-12-31,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,632.627,USD,2021-12-31,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2021-12-31,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2021-12-31,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2021-12-31,PAMPA_CALICHERA
Otras reservas,-78.221,USD,2021-12-31,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.376.221,USD,2021-12-31,PAMPA_CALICHERA
Participaciones no controladoras,0,USD,2021-12-31,PAMPA_CALICHERA
Patrimonio total,1.376.221,USD,2021-12-31,PAMPA_CALICHERA
Total de patrimonio y pasivos,2.244.542,USD,2021-12-31,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,333.484,USD,2022-03-31,PAMPA_CALICHERA
Otros activos financieros corrientes,369.937,USD,2022-03-31,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,1,USD,2022-03-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",-,USD,2022-03-31,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",15.218,USD,2022-03-31,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,718.640,USD,2022-03-31,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2022-03-31,PAMPA_CALICHERA
Activos corrientes totales,718.640,USD,2022-03-31,PAMPA_CALICHERA
Otros activos financieros no corrientes,112.488,USD,2022-03-31,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",589.499,USD,2022-03-31,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2022-03-31,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,793.847,USD,2022-03-31,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2022-03-31,PAMPA_CALICHERA
Plusvalía,6.873,USD,2022-03-31,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2022-03-31,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2022-03-31,PAMPA_CALICHERA
Activos por derecho de uso,-,USD,2022-03-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",-,USD,2022-03-31,PAMPA_CALICHERA
Activos por impuestos diferidos,-,USD,2022-03-31,PAMPA_CALICHERA
Total de activos no corrientes,1.502.707,USD,2022-03-31,PAMPA_CALICHERA
Total de activos,2.221.347,USD,2022-03-31,PAMPA_CALICHERA
Otros pasivos financieros corrientes,196.747,USD,2022-03-31,PAMPA_CALICHERA
Pasivos por arrendamientos corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,57,USD,2022-03-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",125,USD,2022-03-31,PAMPA_CALICHERA
Otras provisiones a corto plazo,16.975,USD,2022-03-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",161,USD,2022-03-31,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2022-03-31,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,229.125,USD,2022-03-31,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,443.190,USD,2022-03-31,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2022-03-31,PAMPA_CALICHERA
Pasivos corrientes totales,443.190,USD,2022-03-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,425.720,USD,2022-03-31,PAMPA_CALICHERA
Pasivos por arrendamientos no corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2022-03-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2022-03-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,7.273,USD,2022-03-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2022-03-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,-,USD,2022-03-31,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2022-03-31,PAMPA_CALICHERA
Total de pasivos no corrientes,432.993,USD,2022-03-31,PAMPA_CALICHERA
Total de pasivos,876.183,USD,2022-03-31,PAMPA_CALICHERA
Capital emitido y pagado,711.658,USD,2022-03-31,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,567.033,USD,2022-03-31,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2022-03-31,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2022-03-31,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2022-03-31,PAMPA_CALICHERA
Otras reservas,-43.684,USD,2022-03-31,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.345.164,USD,2022-03-31,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2022-03-31,PAMPA_CALICHERA
Patrimonio total,1.345.164,USD,2022-03-31,PAMPA_CALICHERA
Total de patrimonio y pasivos,2.221.347,USD,2022-03-31,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,203.900,USD,2022-06-30,PAMPA_CALICHERA
Otros activos financieros corrientes,231.870,USD,2022-06-30,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",-,USD,2022-06-30,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",16.680,USD,2022-06-30,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,452.450,USD,2022-06-30,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2022-06-30,PAMPA_CALICHERA
Activos corrientes totales,452.450,USD,2022-06-30,PAMPA_CALICHERA
Otros activos financieros no corrientes,107.849,USD,2022-06-30,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",577.438,USD,2022-06-30,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2022-06-30,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,856.492,USD,2022-06-30,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2022-06-30,PAMPA_CALICHERA
Plusvalía,6.873,USD,2022-06-30,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2022-06-30,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2022-06-30,PAMPA_CALICHERA
Activos por derecho de uso,-,USD,2022-06-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",39.953,USD,2022-06-30,PAMPA_CALICHERA
Activos por impuestos diferidos,357,USD,2022-06-30,PAMPA_CALICHERA
Total de activos no corrientes,1.588.962,USD,2022-06-30,PAMPA_CALICHERA
Total de activos,2.041.412,USD,2022-06-30,PAMPA_CALICHERA
Otros pasivos financieros corrientes,193.130,USD,2022-06-30,PAMPA_CALICHERA
Pasivos por arrendamientos corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,51,USD,2022-06-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",41,USD,2022-06-30,PAMPA_CALICHERA
Otras provisiones a corto plazo,14.351,USD,2022-06-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",-,USD,2022-06-30,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2022-06-30,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,14,USD,2022-06-30,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,207.587,USD,2022-06-30,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2022-06-30,PAMPA_CALICHERA
Pasivos corrientes totales,207.587,USD,2022-06-30,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,417.274,USD,2022-06-30,PAMPA_CALICHERA
Pasivos por arrendamientos no corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2022-06-30,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2022-06-30,PAMPA_CALICHERA
Pasivo por impuestos diferidos,8.599,USD,2022-06-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2022-06-30,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,-,USD,2022-06-30,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2022-06-30,PAMPA_CALICHERA
Total de pasivos no corrientes,425.873,USD,2022-06-30,PAMPA_CALICHERA
Total de pasivos,633.460,USD,2022-06-30,PAMPA_CALICHERA
Capital emitido y pagado,711.658,USD,2022-06-30,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,620.905,USD,2022-06-30,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2022-06-30,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2022-06-30,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2022-06-30,PAMPA_CALICHERA
Otras reservas,-34.768,USD,2022-06-30,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.407.952,USD,2022-06-30,PAMPA_CALICHERA
Participaciones no controladoras,-,USD,2022-06-30,PAMPA_CALICHERA
Patrimonio total,1.407.952,USD,2022-06-30,PAMPA_CALICHERA
Total de patrimonio y pasivos,2.041.412,USD,2022-06-30,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,135.531,USD,2022-09-30,PAMPA_CALICHERA
Otros activos financieros corrientes,146.415,USD,2022-09-30,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,2.215,USD,2022-09-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",-,USD,2022-09-30,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",16.191,USD,2022-09-30,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,300.352,USD,2022-09-30,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2022-09-30,PAMPA_CALICHERA
Activos corrientes totales,300.352,USD,2022-09-30,PAMPA_CALICHERA
Otros activos financieros no corrientes,5.056,USD,2022-09-30,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",647.624,USD,2022-09-30,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2022-09-30,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.058.702,USD,2022-09-30,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2022-09-30,PAMPA_CALICHERA
Plusvalía,6.873,USD,2022-09-30,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2022-09-30,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2022-09-30,PAMPA_CALICHERA
Activos por derecho de uso,-,USD,2022-09-30,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",38.781,USD,2022-09-30,PAMPA_CALICHERA
Activos por impuestos diferidos,464,USD,2022-09-30,PAMPA_CALICHERA
Total de activos no corrientes,1.757.500,USD,2022-09-30,PAMPA_CALICHERA
Total de activos,2.057.852,USD,2022-09-30,PAMPA_CALICHERA
Otros pasivos financieros corrientes,31.766,USD,2022-09-30,PAMPA_CALICHERA
Pasivos por arrendamientos corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,27,USD,2022-09-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",34,USD,2022-09-30,PAMPA_CALICHERA
Otras provisiones a corto plazo,2.785,USD,2022-09-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",-,USD,2022-09-30,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2022-09-30,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,10.359,USD,2022-09-30,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,44.971,USD,2022-09-30,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2022-09-30,PAMPA_CALICHERA
Pasivos corrientes totales,44.971,USD,2022-09-30,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,402.491,USD,2022-09-30,PAMPA_CALICHERA
Pasivos por arrendamientos no corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2022-09-30,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2022-09-30,PAMPA_CALICHERA
Pasivo por impuestos diferidos,10.007,USD,2022-09-30,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2022-09-30,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,-,USD,2022-09-30,PAMPA_CALICHERA
Otros pasivos no financieros no corrientes,-,USD,2022-09-30,PAMPA_CALICHERA
Total de pasivos no corrientes,412.498,USD,2022-09-30,PAMPA_CALICHERA
Total de pasivos,457.469,USD,2022-09-30,PAMPA_CALICHERA
Capital emitido y pagado,711.658,USD,2022-09-30,PAMPA_CALICHERA
Ganancias (pérdidas) acumuladas,803.441,USD,2022-09-30,PAMPA_CALICHERA
Prima de emisión,114.952,USD,2022-09-30,PAMPA_CALICHERA
Acciones propias en cartera,-,USD,2022-09-30,PAMPA_CALICHERA
Otras participaciones en el patrimonio,-4.795,USD,2022-09-30,PAMPA_CALICHERA
Otras reservas,-24.873,USD,2022-09-30,PAMPA_CALICHERA
Patrimonio atribuible a los propietarios de la controladora,1.600.383,USD,2022-09-30,PAMPA_CALICHERA
Participaciones no controladoras,0,USD,2022-09-30,PAMPA_CALICHERA
Patrimonio total,1.600.383,USD,2022-09-30,PAMPA_CALICHERA
Total de patrimonio y pasivos,2.057.852,USD,2022-09-30,PAMPA_CALICHERA
Efectivo y equivalentes al efectivo,177.684,USD,2022-12-31,PAMPA_CALICHERA
Otros activos financieros corrientes,34.888,USD,2022-12-31,PAMPA_CALICHERA
Otros activos no financieros corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Deudores comerciales y otras cuentas por cobrar corrientes,0,USD,2022-12-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, corrientes",50.760,USD,2022-12-31,PAMPA_CALICHERA
Inventarios corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Activos biológicos corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, corrientes",20.849,USD,2022-12-31,PAMPA_CALICHERA
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,284.181,USD,2022-12-31,PAMPA_CALICHERA
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,-,USD,2022-12-31,PAMPA_CALICHERA
Activos corrientes totales,284.181,USD,2022-12-31,PAMPA_CALICHERA
Otros activos financieros no corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Otros activos no financieros no corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Cuentas por cobrar no corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
"Cuentas por cobrar a entidades relacionadas, no corrientes",662.602,USD,2022-12-31,PAMPA_CALICHERA
"Inventarios, no corrientes",-,USD,2022-12-31,PAMPA_CALICHERA
Inversiones contabilizadas utilizando el método de la participación,1.265.056,USD,2022-12-31,PAMPA_CALICHERA
Activos intangibles distintos de la plusvalía,-,USD,2022-12-31,PAMPA_CALICHERA
Plusvalía,6.873,USD,2022-12-31,PAMPA_CALICHERA
"Propiedades, planta y equipo",-,USD,2022-12-31,PAMPA_CALICHERA
Activos biológicos no corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Propiedad de inversión,-,USD,2022-12-31,PAMPA_CALICHERA
Activos por derecho de uso,-,USD,2022-12-31,PAMPA_CALICHERA
"Activos por impuestos corrientes, no corrientes",43.511,USD,2022-12-31,PAMPA_CALICHERA
Activos por impuestos diferidos,76,USD,2022-12-31,PAMPA_CALICHERA
Total de activos no corrientes,1.978.118,USD,2022-12-31,PAMPA_CALICHERA
Total de activos,2.262.299,USD,2022-12-31,PAMPA_CALICHERA
Otros pasivos financieros corrientes,23.227,USD,2022-12-31,PAMPA_CALICHERA
Pasivos por arrendamientos corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Cuentas por pagar comerciales y otras cuentas por pagar,34,USD,2022-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, corrientes",-,USD,2022-12-31,PAMPA_CALICHERA
Otras provisiones a corto plazo,-,USD,2022-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, corrientes",-,USD,2022-12-31,PAMPA_CALICHERA
Provisiones corrientes por beneficios a los empleados,-,USD,2022-12-31,PAMPA_CALICHERA
Otros pasivos no financieros corrientes,79.924,USD,2022-12-31,PAMPA_CALICHERA
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,103.185,USD,2022-12-31,PAMPA_CALICHERA
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,-,USD,2022-12-31,PAMPA_CALICHERA
Pasivos corrientes totales,103.185,USD,2022-12-31,PAMPA_CALICHERA
Otros pasivos financieros no corrientes,366.685,USD,2022-12-31,PAMPA_CALICHERA
Pasivos por arrendamientos no corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
Cuentas por pagar no corrientes,-,USD,2022-12-31,PAMPA_CALICHERA
"Cuentas por pagar a entidades relacionadas, no corrientes",-,USD,2022-12-31,PAMPA_CALICHERA
Otras provisiones a largo plazo,-,USD,2022-12-31,PAMPA_CALICHERA
Pasivo por impuestos diferidos,11.789,USD,2022-12-31,PAMPA_CALICHERA
"Pasivos por impuestos corrientes, no corrientes",-,USD,2022-12-31,PAMPA_CALICHERA
Provisiones no corrientes por beneficios a los empleados,-,USD,2022-12-31,PAMPA_CALICHERA
